GCF	94.47	13901
GCF	96.23	13900
GCF	97.49	13902
GCF	98.99	13901
# GC Content of last fragments. Use `grep ^GCL | cut -f 2-` to extract this part.
# ACGT content per cycle. Use `grep ^GCC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
GCC	1	34.66	19.57	39.78	5.99	0.00	0.00
GCC	2	39.32	5.58	34.51	20.60	0.00	0.00
GCC	3	50.79	7.04	18.29	23.88	0.00	0.00
GCC	4	39.78	17.01	32.48	10.72	0.00	0.00
GCC	5	32.92	28.44	15.92	22.72	0.00	0.00
GCC	6	29.90	32.80	14.39	22.91	0.00	0.00
GCC	7	26.47	17.96	21.18	34.40	0.00	0.00
GCC	8	26.97	23.95	25.94	23.14	0.00	0.00
GCC	9	31.84	28.55	13.19	26.42	0.00	0.00
GCC	10	34.24	24.76	13.20	27.80	0.00	0.00
GCC	11	37.15	15.28	26.11	21.46	0.00	0.00
GCC	12	40.41	18.08	22.55	18.95	0.00	0.00
GCC	13	41.21	17.67	17.40	23.72	0.00	0.00
GCC	14	37.85	23.46	18.82	19.87	0.00	0.00
GCC	15	38.28	26.45	19.84	15.42	0.00	0.00
GCC	16	37.83	29.92	16.28	15.97	0.00	0.00
GCC	17	35.90	36.80	12.43	14.86	0.00	0.00
GCC	18	43.01	33.44	11.37	12.17	0.00	0.00
GCC	19	40.14	35.79	13.70	10.37	0.00	0.00
GCC	20	42.15	31.67	16.15	10.04	0.00	0.00
GCC	21	42.07	24.54	22.59	10.81	0.00	0.00
GCC	22	46.25	23.47	18.49	11.79	0.00	0.00
GCC	23	42.27	28.15	17.54	12.04	0.00	0.00
GCC	24	35.51	24.59	20.47	19.43	0.00	0.00
GCC	25	35.50	27.43	18.52	18.56	0.00	0.00
GCC	26	38.41	30.12	16.80	14.67	0.00	0.00
GCC	27	36.14	25.15	21.18	17.54	0.00	0.00
GCC	28	40.31	23.08	21.49	15.12	0.00	0.00
GCC	29	43.02	20.20	25.27	11.51	0.00	0.00
GCC	30	45.82	15.57	27.40	11.21	0.00	0.00
GCC	31	44.54	16.42	28.95	10.09	0.00	0.00
GCC	32	43.49	18.03	27.64	10.84	0.00	0.00
GCC	33	43.15	22.58	23.60	10.66	0.00	0.00
GCC	34	37.34	29.54	22.99	10.13	0.00	0.00
GCC	35	34.51	34.92	20.60	9.97	0.00	0.00
GCC	36	33.47	39.31	17.28	9.95	0.00	0.00
GCC	37	27.94	44.43	18.27	9.36	0.00	0.00
GCC	38	25.48	48.57	16.58	9.37	0.00	0.00
GCC	39	25.48	49.96	15.85	8.71	0.00	0.00
GCC	40	28.90	42.31	19.02	9.76	0.00	0.00
GCC	41	29.38	42.83	18.39	9.41	0.00	0.00
GCC	42	28.89	44.49	15.50	11.11	0.00	0.00
GCC	43	34.36	35.09	17.62	12.93	0.00	0.00
GCC	44	30.88	31.21	20.85	17.07	0.00	0.00
GCC	45	26.75	29.38	25.96	17.91	0.00	0.00
GCC	46	28.36	22.36	29.88	19.40	0.00	0.00
GCC	47	27.74	16.98	30.62	24.65	0.00	0.00
GCC	48	25.99	14.77	37.95	21.29	0.00	0.00
GCC	49	27.94	15.82	39.73	16.51	0.00	0.00
GCC	50	28.77	17.24	36.79	17.20	0.00	0.00
GCC	51	30.24	20.36	35.01	14.40	0.00	0.00
GCC	52	38.25	18.57	32.37	10.80	0.00	0.00
GCC	53	38.10	18.39	35.52	7.98	0.00	0.00
GCC	54	32.18	21.97	38.69	7.15	0.00	0.00
GCC	55	32.75	22.79	38.06	6.41	0.00	0.00
GCC	56	33.58	20.44	39.72	6.26	0.00	0.00
GCC	57	29.57	21.50	42.34	6.59	0.00	0.00
GCC	58	26.36	20.55	46.78	6.31	0.00	0.00
GCC	59	27.45	18.62	47.17	6.76	0.00	0.00
GCC	60	26.77	22.02	43.58	7.62	0.00	0.00
GCC	61	26.38	21.11	43.97	8.54	0.00	0.00
GCC	62	31.08	19.01	39.79	10.12	0.00	0.00
GCC	63	27.97	18.83	39.83	13.36	0.00	0.00
GCC	64	23.86	20.70	38.83	16.61	0.00	0.00
GCC	65	24.46	21.00	33.24	21.30	0.00	0.00
GCC	66	22.28	21.54	32.92	23.25	0.00	0.00
GCC	67	19.07	26.80	28.01	26.11	0.00	0.00
GCC	68	19.21	27.59	23.16	30.04	0.00	0.00
GCC	69	19.20	28.84	25.23	26.72	0.00	0.00
GCC	70	21.85	29.08	24.23	24.83	0.00	0.00
GCC	71	21.22	31.50	23.84	23.45	0.00	0.00
GCC	72	20.24	35.02	26.95	17.80	0.00	0.00
GCC	73	22.24	31.12	32.28	14.35	0.00	0.00
GCC	74	20.63	28.97	38.12	12.27	0.00	0.00
GCC	75	16.40	28.31	41.94	13.35	0.00	0.00
GCC	76	15.61	22.17	46.86	15.36	0.00	0.00
GCC	77	13.82	18.30	49.89	17.99	0.00	0.00
GCC	78	13.65	17.62	49.89	18.84	0.00	0.00
GCC	79	13.83	18.34	48.11	19.71	0.00	0.00
GCC	80	14.24	21.73	40.66	23.38	0.00	0.00
GCC	81	14.89	25.88	37.62	21.61	0.00	0.00
GCC	82	15.59	31.39	33.63	19.39	0.00	0.00
GCC	83	17.67	35.59	26.68	20.06	0.00	0.00
GCC	84	18.70	39.04	22.93	19.32	0.00	0.00
GCC	85	20.73	41.83	19.13	18.32	0.00	0.00
GCC	86	20.51	43.18	15.84	20.47	0.00	0.00
GCC	87	19.72	42.98	16.24	21.06	0.00	0.00
GCC	88	20.75	38.90	17.96	22.39	0.00	0.00
GCC	89	19.23	33.29	21.01	26.47	0.00	0.00
GCC	90	16.82	32.46	25.61	25.10	0.00	0.00
GCC	91	16.62	31.96	28.81	22.61	0.00	0.00
GCC	92	16.26	28.50	30.97	24.27	0.00	0.00
GCC	93	18.01	26.77	33.83	21.39	0.00	0.00
GCC	94	19.19	24.38	37.57	18.86	0.00	0.00
GCC	95	21.08	24.26	35.22	19.44	0.00	0.00
GCC	96	21.51	26.20	34.64	17.65	0.00	0.00
GCC	97	22.35	26.19	36.21	15.25	0.00	0.00
GCC	98	24.36	23.65	36.51	15.47	0.00	0.00
GCC	99	23.96	23.44	38.63	13.97	0.00	0.00
GCC	100	22.34	25.18	39.27	13.21	0.00	0.00
GCC	101	23.43	25.68	36.43	14.47	0.00	0.00
GCC	102	23.06	25.61	38.94	12.38	0.00	0.00
GCC	103	23.64	25.70	41.43	9.23	0.00	0.00
GCC	104	25.39	26.06	40.17	8.37	0.00	0.00
GCC	105	25.07	30.40	36.90	7.63	0.00	0.00
GCC	106	24.34	29.94	37.30	8.41	0.00	0.00
GCC	107	26.58	27.96	36.74	8.73	0.00	0.00
GCC	108	27.74	29.62	32.36	10.28	0.00	0.00
GCC	109	30.29	27.70	31.05	10.96	0.00	0.00
GCC	110	34.72	25.58	26.71	12.99	0.00	0.00
GCC	111	37.18	26.23	23.89	12.70	0.00	0.00
GCC	112	37.48	25.01	25.07	12.44	0.00	0.00
GCC	113	38.21	24.49	24.18	13.12	0.00	0.00
GCC	114	38.38	26.90	23.48	11.23	0.00	0.00
GCC	115	38.26	28.39	24.36	8.98	0.00	0.00
GCC	116	35.79	30.80	25.35	8.07	0.00	0.00
GCC	117	32.41	35.48	24.59	7.51	0.00	0.00
GCC	118	29.98	37.20	24.60	8.21	0.00	0.00
GCC	119	31.08	35.10	24.79	9.03	0.00	0.00
GCC	120	32.77	36.50	20.94	9.79	0.00	0.00
GCC	121	34.65	34.60	18.92	11.83	0.00	0.00
GCC	122	37.20	30.56	17.89	14.35	0.00	0.00
GCC	123	35.83	28.00	19.11	17.06	0.00	0.00
GCC	124	33.83	26.11	19.81	20.24	0.00	0.00
GCC	125	32.63	24.49	20.57	22.31	0.00	0.00
GCC	126	28.61	25.27	23.82	22.30	0.00	0.00
GCC	127	25.96	25.34	24.57	24.13	0.00	0.00
GCC	128	23.08	25.91	26.50	24.51	0.00	0.00
GCC	129	20.95	28.70	27.73	22.62	0.00	0.00
GCC	130	20.60	28.29	30.82	20.29	0.00	0.00
GCC	131	18.84	26.75	32.84	21.56	0.00	0.00
GCC	132	15.57	28.68	34.49	21.26	0.00	0.00
GCC	133	13.85	29.25	34.86	22.03	0.00	0.00
GCC	134	13.10	30.21	34.99	21.69	0.00	0.00
GCC	135	13.18	30.87	36.39	19.57	0.00	0.00
GCC	136	14.18	30.71	38.03	17.08	0.00	0.00
GCC	137	15.15	31.87	39.03	13.95	0.00	0.00
GCC	138	16.96	32.18	40.60	10.26	0.00	0.00
GCC	139	18.24	28.14	45.01	8.61	0.00	0.00
GCC	140	20.32	24.52	48.05	7.11	0.00	0.00
GCC	141	20.26	23.45	49.48	6.81	0.00	0.00
GCC	142	21.06	22.16	50.63	6.15	0.00	0.00
GCC	143	22.44	20.62	51.42	5.52	0.00	0.00
GCC	144	22.40	21.01	51.08	5.51	0.00	0.00
GCC	145	21.32	20.05	52.70	5.93	0.00	0.00
GCC	146	22.04	20.59	51.46	5.91	0.00	0.00
GCC	147	21.51	22.19	50.43	5.88	0.00	0.00
GCC	148	22.02	22.45	48.89	6.64	0.00	0.00
GCC	149	23.14	22.04	47.11	7.71	0.00	0.00
GCC	150	23.47	23.38	44.53	8.63	0.00	0.00
GCC	151	22.50	24.27	43.02	10.21	0.00	0.00
GCC	152	23.49	26.12	38.52	11.87	0.00	0.00
GCC	153	23.42	29.49	33.58	13.51	0.00	0.00
GCC	154	23.83	32.54	30.01	13.62	0.00	0.00
GCC	155	25.67	34.79	25.60	13.94	0.00	0.00
GCC	156	25.54	37.60	21.43	15.43	0.00	0.00
GCC	157	25.45	38.92	20.46	15.17	0.00	0.00
GCC	158	25.39	42.44	18.26	13.91	0.00	0.00
GCC	159	25.15	44.17	16.93	13.76	0.00	0.00
GCC	160	27.26	41.10	17.14	14.50	0.00	0.00
GCC	161	27.47	39.61	18.92	14.00	0.00	0.00
GCC	162	26.24	39.59	20.77	13.40	0.00	0.00
GCC	163	27.05	35.53	23.68	13.74	0.00	0.00
GCC	164	28.60	32.44	26.04	12.92	0.00	0.00
GCC	165	29.36	32.83	26.71	11.09	0.00	0.00
GCC	166	29.77	31.10	28.39	10.74	0.00	0.00
GCC	167	30.10	28.94	29.69	11.28	0.00	0.00
GCC	168	29.82	29.67	28.65	11.86	0.00	0.00
GCC	169	30.82	30.38	25.92	12.89	0.00	0.00
GCC	170	31.03	29.82	24.74	14.41	0.00	0.00
GCC	171	28.76	30.82	25.19	15.23	0.00	0.00
GCC	172	26.99	32.94	23.95	16.13	0.00	0.00
GCC	173	25.36	34.46	21.94	18.24	0.00	0.00
GCC	174	25.07	34.98	21.88	18.07	0.00	0.00
GCC	175	27.22	34.03	20.81	17.95	0.00	0.00
GCC	176	27.36	33.66	20.19	18.79	0.00	0.00
GCC	177	27.03	32.12	20.81	20.03	0.00	0.00
GCC	178	28.25	29.92	20.55	21.28	0.00	0.00
GCC	179	29.13	26.01	20.43	24.43	0.00	0.00
GCC	180	29.40	22.99	22.06	25.55	0.00	0.00
GCC	181	30.11	22.11	20.76	27.03	0.00	0.00
GCC	182	30.06	23.32	18.16	28.46	0.00	0.00
GCC	183	28.32	25.21	17.55	28.92	0.00	0.00
GCC	184	26.19	27.28	16.05	30.48	0.00	0.00
GCC	185	24.71	29.23	14.85	31.22	0.00	0.00
GCC	186	23.93	32.96	14.07	29.04	0.00	0.00
GCC	187	24.99	35.03	14.49	25.50	0.00	0.00
GCC	188	24.58	36.68	15.22	23.53	0.00	0.00
GCC	189	24.45	39.59	15.86	20.10	0.00	0.00
GCC	190	25.05	41.43	16.06	17.46	0.00	0.00
GCC	191	25.74	42.77	17.20	14.29	0.00	0.00
GCC	192	26.06	45.24	17.95	10.75	0.00	0.00
GCC	193	27.86	45.19	18.32	8.62	0.00	0.00
GCC	194	27.34	45.87	19.23	7.56	0.00	0.00
GCC	195	26.07	46.19	20.84	6.90	0.00	0.00
GCC	196	27.46	42.64	22.91	6.99	0.00	0.00
GCC	197	26.67	41.37	24.98	6.99	0.00	0.00
GCC	198	25.82	40.03	26.44	7.72	0.00	0.00
GCC	199	26.21	36.68	28.50	8.61	0.00	0.00
GCC	200	25.68	34.55	29.72	10.04	0.00	0.00
GCC	201	24.63	35.36	29.22	10.79	0.00	0.00
GCC	202	24.24	36.07	27.28	12.41	0.00	0.00
GCC	203	23.31	36.50	26.38	13.82	0.00	0.00
GCC	204	19.57	37.91	27.82	14.70	0.00	0.00
GCC	205	16.52	40.50	27.48	15.50	0.00	0.00
GCC	206	13.87	41.80	26.89	17.44	0.00	0.00
GCC	207	12.74	42.18	28.17	16.91	0.00	0.00
GCC	208	11.98	43.18	27.84	17.00	0.00	0.00
GCC	209	11.14	44.73	26.79	17.35	0.00	0.00
GCC	210	11.33	45.15	26.63	16.89	0.00	0.00
GCC	211	11.44	44.21	26.96	17.38	0.00	0.00
GCC	212	11.53	43.39	27.28	17.80	0.00	0.00
GCC	213	11.66	44.10	26.90	17.33	0.00	0.00
GCC	214	12.03	45.44	26.04	16.50	0.00	0.00
GCC	215	13.01	47.38	24.62	14.99	0.00	0.00
GCC	216	13.49	48.55	23.82	14.14	0.00	0.00
GCC	217	15.13	48.67	22.10	14.11	0.00	0.00
GCC	218	15.56	48.73	21.91	13.80	0.00	0.00
GCC	219	16.82	49.87	20.82	12.48	0.00	0.00
GCC	220	17.86	51.41	18.38	12.35	0.00	0.00
GCC	221	18.54	52.96	15.80	12.70	0.00	0.00
GCC	222	18.88	52.64	14.65	13.83	0.00	0.00
GCC	223	19.60	49.97	15.31	15.12	0.00	0.00
GCC	224	19.75	47.79	16.07	16.39	0.00	0.00
GCC	225	19.45	46.55	16.92	17.07	0.00	0.00
GCC	226	19.56	44.33	18.39	17.72	0.00	0.00
GCC	227	20.15	41.64	19.30	18.91	0.00	0.00
GCC	228	21.39	40.41	20.11	18.09	0.00	0.00
GCC	229	23.33	40.07	20.33	16.27	0.00	0.00
GCC	230	23.89	40.85	19.48	15.78	0.00	0.00
GCC	231	24.63	42.10	18.43	14.84	0.00	0.00
GCC	232	25.88	43.47	16.95	13.70	0.00	0.00
GCC	233	25.75	45.54	15.18	13.53	0.00	0.00
GCC	234	24.74	46.59	15.05	13.62	0.00	0.00
GCC	235	25.16	45.93	15.09	13.81	0.00	0.00
GCC	236	24.30	44.74	15.69	15.28	0.00	0.00
GCC	237	23.38	44.09	16.86	15.67	0.00	0.00
GCC	238	23.42	42.42	17.86	16.30	0.00	0.00
GCC	239	23.37	39.82	19.06	17.75	0.00	0.00
GCC	240	23.10	37.93	21.41	17.56	0.00	0.00
GCC	241	23.54	36.07	23.37	17.02	0.00	0.00
GCC	242	23.31	35.60	24.52	16.57	0.00	0.00
GCC	243	21.55	35.41	26.72	16.32	0.00	0.00
GCC	244	20.33	32.98	29.50	17.19	0.00	0.00
GCC	245	19.75	31.51	31.50	17.24	0.00	0.00
GCC	246	18.72	30.93	33.58	16.76	0.00	0.00
GCC	247	17.59	29.80	35.67	16.94	0.00	0.00
GCC	248	17.45	28.11	36.63	17.81	0.00	0.00
GCC	249	16.88	28.34	36.42	18.36	0.00	0.00
GCC	250	17.47	27.48	35.41	19.63	0.00	0.00
GCC	251	18.18	26.67	33.77	21.38	0.00	0.00
GCC	252	17.85	27.39	32.58	22.18	0.00	0.00
GCC	253	17.78	28.46	30.82	22.94	0.00	0.00
GCC	254	19.20	28.56	28.45	23.79	0.00	0.00
GCC	255	18.37	29.89	27.40	24.34	0.00	0.00
GCC	256	18.08	31.01	25.87	25.04	0.00	0.00
GCC	257	18.10	32.81	24.72	24.37	0.00	0.00
GCC	258	18.64	35.64	23.28	22.45	0.00	0.00
GCC	259	18.81	37.72	22.11	21.36	0.00	0.00
GCC	260	19.46	38.72	22.07	19.76	0.00	0.00
GCC	261	19.92	41.55	21.43	17.09	0.00	0.00
GCC	262	20.48	42.62	21.20	15.69	0.00	0.00
GCC	263	20.60	43.72	20.79	14.89	0.00	0.00
GCC	264	20.59	45.91	19.44	14.06	0.00	0.00
GCC	265	21.23	46.91	17.87	13.98	0.00	0.00
GCC	266	22.00	47.38	17.68	12.94	0.00	0.00
GCC	267	22.27	48.41	16.64	12.68	0.00	0.00
GCC	268	23.27	48.49	15.78	12.46	0.00	0.00
GCC	269	24.20	48.32	15.93	11.54	0.00	0.00
GCC	270	26.03	47.81	15.75	10.40	0.00	0.00
GCC	271	27.10	47.37	15.92	9.61	0.00	0.00
GCC	272	29.01	46.08	15.89	9.02	0.00	0.00
GCC	273	30.22	43.85	16.47	9.47	0.00	0.00
GCC	274	32.00	40.62	17.40	9.97	0.00	0.00
GCC	275	34.85	37.75	17.39	10.01	0.00	0.00
GCC	276	35.32	35.91	17.65	11.12	0.00	0.00
GCC	277	37.06	33.17	18.57	11.20	0.00	0.00
GCC	278	37.47	31.11	19.53	11.88	0.00	0.00
GCC	279	38.48	28.84	20.89	11.79	0.00	0.00
GCC	280	38.43	27.01	22.59	11.97	0.00	0.00
GCC	281	38.05	26.34	23.58	12.04	0.00	0.00
GCC	282	37.42	26.56	24.37	11.65	0.00	0.00
GCC	283	36.41	27.79	24.78	11.02	0.00	0.00
GCC	284	35.83	28.40	24.80	10.97	0.00	0.00
GCC	285	34.45	29.86	24.33	11.36	0.00	0.00
GCC	286	32.89	31.81	23.01	12.30	0.00	0.00
GCC	287	31.29	32.34	22.53	13.84	0.00	0.00
GCC	288	30.52	32.70	20.99	15.79	0.00	0.00
GCC	289	28.80	32.94	20.30	17.95	0.00	0.00
GCC	290	27.53	33.93	17.51	21.02	0.00	0.00
GCC	291	25.91	33.17	16.80	24.12	0.00	0.00
GCC	292	24.64	33.40	15.31	26.64	0.00	0.00
GCC	293	23.59	32.81	15.04	28.56	0.00	0.00
GCC	294	23.36	33.07	13.66	29.91	0.00	0.00
GCC	295	22.52	32.96	13.48	31.04	0.00	0.00
GCC	296	23.06	32.48	13.55	30.90	0.00	0.00
GCC	297	23.31	33.00	14.34	29.35	0.00	0.00
GCC	298	24.02	33.03	16.31	26.64	0.00	0.00
GCC	299	23.97	33.84	16.70	25.50	0.00	0.00
GCC	300	23.58	34.87	18.98	22.57	0.00	0.00
GCC	301	23.49	37.09	19.21	20.21	0.00	0.00
GCC	302	23.55	37.50	20.85	18.10	0.00	0.00
GCC	303	22.57	39.10	21.54	16.80	0.00	0.00
GCC	304	20.75	40.13	22.91	16.21	0.00	0.00
GCC	305	21.02	41.37	22.14	15.47	0.00	0.00
GCC	306	20.72	42.11	22.22	14.95	0.00	0.00
GCC	307	21.08	41.12	23.83	13.97	0.00	0.00
GCC	308	21.43	40.51	24.06	14.01	0.00	0.00
GCC	309	22.47	40.45	24.09	12.99	0.00	0.00
GCC	310	22.84	39.11	24.87	13.18	0.00	0.00
GCC	311	24.32	36.88	26.47	12.33	0.00	0.00
GCC	312	24.66	35.95	27.04	12.35	0.00	0.00
GCC	313	25.28	34.34	28.79	11.59	0.00	0.00
GCC	314	25.86	33.49	29.12	11.53	0.00	0.00
GCC	315	26.61	32.24	29.58	11.57	0.00	0.00
GCC	316	26.80	31.14	30.13	11.93	0.00	0.00
GCC	317	26.85	29.36	30.25	13.55	0.00	0.00
GCC	318	27.72	29.14	29.28	13.87	0.00	0.00
GCC	319	25.85	30.34	28.91	14.90	0.00	0.00
GCC	320	25.33	30.43	28.99	15.25	0.00	0.00
GCC	321	24.42	31.42	28.18	15.98	0.00	0.00
GCC	322	24.02	32.94	26.92	16.11	0.00	0.00
GCC	323	24.29	32.64	27.32	15.75	0.00	0.00
GCC	324	25.02	33.01	27.58	14.40	0.00	0.00
GCC	325	24.55	33.30	28.80	13.35	0.00	0.00
GCC	326	24.70	32.15	30.30	12.84	0.00	0.00
GCC	327	25.71	32.45	29.88	11.97	0.00	0.00
GCC	328	25.48	32.45	30.85	11.22	0.00	0.00
GCC	329	26.15	33.80	29.51	10.53	0.00	0.00
GCC	330	26.75	33.21	29.42	10.62	0.00	0.00
GCC	331	26.47	34.04	28.27	11.22	0.00	0.00
GCC	332	26.42	35.33	25.70	12.55	0.00	0.00
GCC	333	26.54	36.77	23.10	13.60	0.00	0.00
GCC	334	25.95	37.86	19.97	16.22	0.00	0.00
GCC	335	25.98	38.24	17.61	18.17	0.00	0.00
GCC	336	24.90	37.98	15.88	21.24	0.00	0.00
GCC	337	25.36	37.08	13.71	23.85	0.00	0.00
GCC	338	24.75	36.31	12.19	26.76	0.00	0.00
GCC	339	23.63	35.77	12.02	28.59	0.00	0.00
GCC	340	24.10	34.23	11.50	30.18	0.00	0.00
GCC	341	24.42	32.17	12.01	31.40	0.00	0.00
GCC	342	24.20	31.17	13.47	31.16	0.00	0.00
GCC	343	25.50	30.12	15.17	29.21	0.00	0.00
GCC	344	27.06	28.35	16.72	27.87	0.00	0.00
GCC	345	28.40	27.95	19.14	24.50	0.00	0.00
GCC	346	30.30	27.14	21.69	20.87	0.00	0.00
GCC	347	31.74	26.20	23.53	18.53	0.00	0.00
GCC	348	32.67	26.44	25.63	15.27	0.00	0.00
GCC	349	33.76	26.44	27.77	12.03	0.00	0.00
GCC	350	34.77	26.50	28.78	9.95	0.00	0.00
GCC	351	34.65	27.31	29.46	8.58	0.00	0.00
GCC	352	33.54	27.82	30.84	7.79	0.00	0.00
GCC	353	33.87	28.32	30.63	7.17	0.00	0.00
GCC	354	34.04	30.50	28.65	6.81	0.00	0.00
GCC	355	34.13	30.73	27.91	7.24	0.00	0.00
GCC	356	35.30	30.60	26.55	7.55	0.00	0.00
GCC	357	36.17	31.40	24.36	8.08	0.00	0.00
GCC	358	36.59	32.03	22.85	8.53	0.00	0.00
GCC	359	37.08	31.64	21.91	9.36	0.00	0.00
GCC	360	37.72	32.42	20.28	9.57	0.00	0.00
GCC	361	38.75	33.06	18.58	9.61	0.00	0.00
GCC	362	40.16	32.41	18.20	9.23	0.00	0.00
GCC	363	39.14	33.84	18.24	8.78	0.00	0.00
GCC	364	37.66	33.88	19.52	8.94	0.00	0.00
GCC	365	36.40	34.61	20.55	8.44	0.00	0.00
GCC	366	34.58	36.28	21.89	7.24	0.00	0.00
GCC	367	32.24	37.70	23.38	6.68	0.00	0.00
GCC	368	30.07	38.61	25.14	6.18	0.00	0.00
GCC	369	27.21	38.97	27.73	6.08	0.00	0.00
GCC	370	24.68	39.33	29.32	6.68	0.00	0.00
GCC	371	23.10	39.29	30.90	6.71	0.00	0.00
GCC	372	21.00	39.25	32.47	7.28	0.00	0.00
GCC	373	20.51	37.77	34.08	7.64	0.00	0.00
GCC	374	20.47	34.90	35.99	8.64	0.00	0.00
GCC	375	20.79	32.01	37.76	9.44	0.00	0.00
GCC	376	22.22	28.72	38.42	10.64	0.00	0.00
GCC	377	22.77	25.64	40.01	11.58	0.00	0.00
GCC	378	23.91	23.25	39.49	13.35	0.00	0.00
GCC	379	24.87	20.44	39.96	14.73	0.00	0.00
GCC	380	25.97	18.55	39.50	15.98	0.00	0.00
GCC	381	26.90	17.09	39.21	16.80	0.00	0.00
GCC	382	27.43	15.93	38.84	17.79	0.00	0.00
GCC	383	26.74	16.26	38.14	18.86	0.00	0.00
GCC	384	26.26	16.82	37.30	19.61	0.00	0.00
GCC	385	25.51	18.00	37.57	18.92	0.00	0.00
GCC	386	26.01	19.03	36.64	18.32	0.00	0.00
GCC	387	25.34	20.42	37.35	16.89	0.00	0.00
GCC	388	24.30	21.45	38.80	15.45	0.00	0.00
GCC	389	24.28	22.93	37.79	14.99	0.00	0.00
GCC	390	23.71	24.43	38.98	12.88	0.00	0.00
GCC	391	23.88	26.71	38.15	11.26	0.00	0.00
GCC	392	24.31	27.61	37.87	10.21	0.00	0.00
GCC	393	25.01	29.82	35.71	9.47	0.00	0.00
GCC	394	24.30	31.53	34.50	9.67	0.00	0.00
GCC	395	25.16	32.58	32.33	9.93	0.00	0.00
GCC	396	24.64	34.74	30.30	10.31	0.00	0.00
GCC	397	24.54	35.88	28.28	11.30	0.00	0.00
GCC	398	24.27	35.91	27.46	12.36	0.00	0.00
GCC	399	24.35	35.48	26.28	13.89	0.00	0.00
GCC	400	23.71	34.72	26.76	14.82	0.00	0.00
GCC	401	24.06	33.44	27.11	15.40	0.00	0.00
GCC	402	23.15	33.07	27.62	16.16	0.00	0.00
GCC	403	23.64	31.20	28.79	16.37	0.00	0.00
GCC	404	24.61	30.18	28.94	16.27	0.00	0.00
GCC	405	25.60	29.74	28.82	15.84	0.00	0.00
GCC	406	26.98	29.44	28.18	15.41	0.00	0.00
GCC	407	27.24	30.14	27.78	14.84	0.00	0.00
GCC	408	27.11	31.19	27.26	14.43	0.00	0.00
GCC	409	28.24	31.62	26.45	13.69	0.00	0.00
GCC	410	28.52	31.21	26.56	13.71	0.00	0.00
GCC	411	27.75	31.73	26.69	13.84	0.00	0.00
GCC	412	27.58	31.17	27.23	14.02	0.00	0.00
GCC	413	26.54	30.52	28.23	14.71	0.00	0.00
GCC	414	27.78	28.49	29.41	14.32	0.00	0.00
GCC	415	27.86	27.29	29.78	15.06	0.00	0.00
GCC	416	28.40	25.90	30.76	14.95	0.00	0.00
GCC	417	27.20	24.51	32.69	15.60	0.00	0.00
GCC	418	28.32	23.84	33.48	14.35	0.00	0.00
GCC	419	28.35	22.57	34.65	14.43	0.00	0.00
GCC	420	29.80	21.86	34.47	13.88	0.00	0.00
GCC	421	28.75	21.29	35.26	14.71	0.00	0.00
GCC	422	28.84	21.81	34.93	14.42	0.00	0.00
GCC	423	28.82	21.66	34.97	14.55	0.00	0.00
GCC	424	29.56	22.12	34.44	13.88	0.00	0.00
GCC	425	29.29	22.92	33.10	14.68	0.00	0.00
GCC	426	28.20	23.93	32.32	15.55	0.00	0.00
GCC	427	27.98	24.71	31.03	16.28	0.00	0.00
GCC	428	27.71	25.93	29.03	17.33	0.00	0.00
GCC	429	28.04	26.58	27.94	17.45	0.00	0.00
GCC	430	28.26	26.98	26.43	18.34	0.00	0.00
GCC	431	29.60	26.64	25.07	18.69	0.00	0.00
GCC	432	28.87	26.63	25.34	19.17	0.00	0.00
GCC	433	30.28	25.72	25.73	18.27	0.00	0.00
GCC	434	30.69	24.78	27.19	17.34	0.00	0.00
GCC	435	31.34	24.45	27.74	16.48	0.00	0.00
GCC	436	31.99	23.07	29.45	15.50	0.00	0.00
GCC	437	32.31	22.29	31.03	14.36	0.00	0.00
GCC	438	32.83	21.98	32.86	12.32	0.00	0.00
GCC	439	33.12	21.45	34.90	10.53	0.00	0.00
GCC	440	33.34	21.27	36.13	9.26	0.00	0.00
GCC	441	32.90	22.35	36.71	8.05	0.00	0.00
GCC	442	32.28	22.61	37.16	7.95	0.00	0.00
GCC	443	31.73	23.71	36.78	7.77	0.00	0.00
GCC	444	32.02	25.75	34.67	7.56	0.00	0.00
GCC	445	31.76	26.47	33.55	8.22	0.00	0.00
GCC	446	31.44	28.11	31.54	8.91	0.00	0.00
GCC	447	31.23	29.79	29.51	9.47	0.00	0.00
GCC	448	30.49	30.69	27.84	10.98	0.00	0.00
GCC	449	30.35	31.18	26.59	11.88	0.00	0.00
GCC	450	29.26	31.68	26.20	12.86	0.00	0.00
GCC	451	28.50	31.97	25.60	13.92	0.00	0.00
GCC	452	27.98	30.62	26.48	14.92	0.00	0.00
GCC	453	26.41	31.07	27.26	15.26	0.00	0.00
GCC	454	25.08	30.81	28.79	15.33	0.00	0.00
GCC	455	24.34	29.87	30.50	15.29	0.00	0.00
GCC	456	23.53	29.72	31.96	14.78	0.00	0.00
GCC	457	24.31	29.30	32.55	13.83	0.00	0.00
GCC	458	25.30	28.07	33.52	13.12	0.00	0.00
GCC	459	26.12	27.20	34.12	12.56	0.00	0.00
GCC	460	27.30	27.02	33.82	11.86	0.00	0.00
